timestamp,open,high,low,close,volume,date
1583539200000,245.92,252.5,236.22,237.6,59102.82586,2020-03-07
1583625600000,237.36,237.36,196.0,199.89,132693.27360075,2020-03-08
1583712000000,199.47,208.68,189.07,203.38,152922.60056281,2020-03-09
1583798400000,202.83,206.42,194.77,200.15,70710.79601339,2020-03-10
1583884800000,200.51,203.0,182.0,194.81,105387.20418327,2020-03-11
1583971200000,195.3,195.58,101.52,108.78,770373.30185225,2020-03-12
1584057600000,108.34,145.1,89.8,135.45,612320.30051391,2020-03-13
1584144000000,135.13,135.3,120.34,122.28,82316.32931866,2020-03-14
1584230400000,122.16,133.97,119.86,123.24,144781.81111011,2020-03-15
1584316800000,123.19,123.76,100.63,110.97,231027.39959911,2020-03-16
1584403200000,111.38,121.45,109.68,116.11,120621.74674374,2020-03-17
1584489600000,116.11,118.72,110.19,118.61,114191.54368246,2020-03-18
1584576000000,118.57,143.34,115.84,136.75,185200.5142416,2020-03-19
1584662400000,136.72,153.49,115.0,133.5,244172.09812835,2020-03-20
1584748800000,133.51,138.33,125.79,132.64,99699.89953731,2020-03-21
1584835200000,132.64,137.38,108.1,122.38,153222.4740384,2020-03-22
1584921600000,122.23,138.25,119.26,136.58,132755.99364822,2020-03-23
1585008000000,136.53,144.3,133.19,139.22,113257.8162248,2020-03-24
1585094400000,138.97,143.43,132.68,136.35,73477.44447702,2020-03-25
1585180800000,136.35,140.04,133.57,139.01,57933.93256627,2020-03-26
1585267200000,139.1,141.83,129.19,131.59,58091.82679527,2020-03-27
1585353600000,131.59,133.3,125.0,131.38,62692.41574059,2020-03-28
1585440000000,131.27,131.99,123.94,124.36,52229.76819615,2020-03-29
1585526400000,124.35,135.47,124.02,132.28,64030.52893773,2020-03-30
1585612800000,132.13,135.36,130.35,133.1,39716.41548797,2020-03-31
1585699200000,133.02,137.41,128.85,135.88,58248.00621362,2020-04-01
1585785600000,136.43,150.7,135.65,141.48,93165.67368694,2020-04-02
1585872000000,141.42,146.9,137.1,141.32,65305.51773647,2020-04-03
1585958400000,141.34,146.63,139.09,144.4,34593.66578298,2020-04-04
1586044800000,144.41,145.96,140.8,142.88,24456.34932635,2020-04-05
1586131200000,142.9,172.4,142.85,171.64,136778.4110426,2020-04-06
1586217600000,171.64,176.55,162.15,164.6,125730.28021148,2020-04-07
1586304000000,164.59,174.62,163.52,173.78,102335.5841525,2020-04-08
1586390400000,173.78,174.04,165.25,169.92,70517.10190078,2020-04-09
1586476800000,169.74,170.33,152.46,158.17,113571.99312983,2020-04-10
1586563200000,158.17,161.53,154.2,158.58,38376.48478581,2020-04-11
1586649600000,158.59,165.84,155.45,158.72,89898.13086092,2020-04-12
1586736000000,158.73,159.47,150.0,156.77,91555.93340983,2020-04-13
1586822400000,156.99,162.26,155.55,158.59,45030.56173358,2020-04-14
1586908800000,158.51,161.47,151.82,152.62,59656.35534289,2020-04-15
1586995200000,152.62,175.41,147.0,172.73,176544.133941,2020-04-16
1587081600000,172.69,175.0,168.38,170.92,69101.5601301,2020-04-17
1587168000000,170.91,189.89,170.8,187.65,107235.98876226,2020-04-18
1587254400000,187.84,188.66,176.0,180.22,86172.83774651,2020-04-19
1587340800000,180.19,186.76,166.13,170.49,172460.37980459,2020-04-20
1587427200000,170.4,174.79,168.32,170.99,59116.72231618,2020-04-21
1587513600000,170.94,184.69,170.09,183.16,86826.78907631,2020-04-22
1587600000000,183.03,194.38,178.52,185.68,138976.4435884,2020-04-23
1587686400000,185.64,190.24,184.2,187.72,110636.17408193,2020-04-24
1587772800000,187.81,198.0,185.81,194.52,86637.30531479,2020-04-25
1587859200000,194.51,200.0,192.5,197.83,77204.52167841,2020-04-26
1587945600000,197.85,199.33,187.3,196.84,79847.05457062,2020-04-27
1588032000000,196.72,198.1,192.42,196.71,68848.62727574,2020-04-28
1588118400000,197.05,219.09,196.75,215.45,143120.48978099,2020-04-29
1588204800000,215.45,227.53,202.4,206.2,153699.63632427,2020-04-30
1588291200000,206.16,217.42,206.14,211.88,69786.73062528,2020-05-01
1588377600000,211.98,215.71,210.54,214.11,41002.81001894,2020-05-02
1588464000000,214.04,219.32,203.8,209.9,69177.39109486,2020-05-03
1588550400000,210.08,210.8,195.15,206.99,117103.78706901,2020-05-04
1588636800000,207.0,212.19,200.82,205.62,53264.40639542,2020-05-05
1588723200000,205.48,211.31,197.0,199.48,70143.20767378,2020-05-06
1588809600000,199.3,215.18,196.99,212.34,115539.52610076,2020-05-07
1588896000000,212.5,217.08,207.21,211.62,52790.30509788,2020-05-08
1588982400000,211.6,214.72,208.4,210.03,35237.27424765,2020-05-09
1589068800000,209.88,209.95,180.4,188.02,154579.58227803,2020-05-10
1589155200000,187.84,194.85,176.56,185.89,93149.71939269,2020-05-11
1589241600000,185.81,192.42,185.73,189.72,35296.06197153,2020-05-12
1589328000000,189.93,201.41,188.55,200.07,48895.712447,2020-05-13
1589414400000,199.93,206.16,195.53,203.43,73138.86498657,2020-05-14
1589500800000,203.32,204.23,191.3,194.76,51150.16011503,2020-05-15
1589587200000,194.65,203.33,193.21,200.5,46091.7725781,2020-05-16
1589673600000,200.11,209.92,199.44,206.94,31287.16668364,2020-05-17
1589760000000,206.94,216.98,206.94,214.91,69837.38584869,2020-05-18
1589846400000,214.91,215.99,209.31,214.76,45467.94721486,2020-05-19
1589932800000,214.76,215.45,205.57,209.87,49278.09663938,2020-05-20
1590019200000,209.92,211.41,191.31,198.35,67325.61021536,2020-05-21
1590105600000,198.59,209.33,196.21,207.23,50783.14449296,2020-05-22
1590192000000,207.23,211.5,204.68,206.71,26501.7752537,2020-05-23
1590278400000,206.63,210.68,199.5,199.53,50512.88742827,2020-05-24
1590364800000,199.56,205.57,198.03,204.11,22979.48899462,2020-05-25
1590451200000,204.12,204.9,196.51,200.85,35846.28025823,2020-05-26
1590537600000,200.95,208.35,200.81,208.28,30731.34528178,2020-05-27
1590624000000,208.35,220.7,204.66,220.26,64114.14453892,2020-05-28
1590710400000,220.26,224.7,217.67,220.65,61254.99279605,2020-05-29
1590796800000,220.64,247.28,218.7,243.7,87820.52484256,2020-05-30
1590883200000,243.65,245.48,229.5,231.76,69069.62337666,2020-05-31
1590969600000,231.52,251.29,230.56,248.45,104048.36278743,2020-06-01
1591056000000,248.46,253.54,218.48,237.55,104117.64901749,2020-06-02
1591142400000,237.65,245.02,233.47,244.54,60196.18414756,2020-06-03
1591228800000,244.55,246.66,235.54,243.4,59520.24083276,2020-06-04
1591315200000,243.21,247.89,239.04,240.03,37567.20301097,2020-06-05
1591401600000,239.98,244.5,237.67,242.01,24815.09640742,2020-06-06
1591488000000,241.98,245.93,234.37,244.9,73456.75924424,2020-06-07
1591574400000,244.88,247.77,241.2,246.62,31951.41657838,2020-06-08
1591660800000,246.64,249.9,237.78,244.0,43739.90903197,2020-06-09
1591747200000,244.01,250.49,242.22,247.96,47891.77471234,2020-06-10
1591833600000,247.96,250.15,225.71,230.11,86324.91865127,2020-06-11
1591920000000,230.1,239.22,228.01,237.57,36542.89679712,2020-06-12
1592006400000,237.39,238.64,234.62,237.92,18365.8748636,2020-06-13
1592092800000,238.03,238.69,230.0,231.68,33590.14527917,2020-06-14
1592179200000,231.53,233.8,218.1,230.97,79329.94672568,2020-06-15
1592265600000,231.0,236.25,228.78,235.33,37188.87883419,2020-06-16
1592352000000,235.46,237.38,227.71,233.61,36763.82798204,2020-06-17
1592438400000,233.54,234.45,227.55,231.38,20495.01382064,2020-06-18
1592524800000,231.02,232.09,226.26,228.62,30752.26424498,2020-06-19
1592611200000,228.63,230.66,224.6,228.78,20758.06282344,2020-06-20
1592697600000,228.82,231.0,227.1,227.85,15265.99763663,2020-06-21
1592784000000,227.87,246.99,227.27,243.22,75128.99971395,2020-06-22
1592870400000,243.16,245.09,240.85,243.03,41680.92485027,2020-06-23
1592956800000,243.08,249.28,230.73,234.54,79625.78684876,2020-06-24
1593043200000,234.34,235.12,227.33,232.32,46286.4096243,2020-06-25
1593129600000,232.3,233.19,226.86,229.36,44305.22287869,2020-06-26
1593216000000,229.36,230.89,215.9,220.63,60078.3728468,2020-06-27
1593302400000,220.63,227.57,217.8,224.99,37603.27812092,2020-06-28
1593388800000,224.8,229.82,221.19,227.8,45110.12092891,2020-06-29
1593475200000,227.88,228.78,222.8,225.68,32825.57111343,2020-06-30
1593561600000,225.61,233.0,224.16,231.11,39744.49044874,2020-07-01
1593648000000,231.19,232.07,223.0,226.41,49455.95856067,2020-07-02
1593734400000,226.47,228.27,224.3,225.01,16877.29789183,2020-07-03
1593820800000,225.08,230.68,224.52,229.25,19137.6400073,2020-07-04
1593907200000,229.24,229.97,223.57,227.96,23645.48176223,2020-07-05
1593993600000,227.89,242.3,227.0,241.84,80304.76955511,2020-07-06
1594080000000,241.86,243.7,234.54,239.34,60652.59125132,2020-07-07
1594166400000,239.46,248.9,237.87,246.97,51855.09043174,2020-07-08
1594252800000,246.97,247.85,237.81,241.89,53383.08110505,2020-07-09
1594339200000,241.97,242.02,235.33,241.12,34480.29863509,2020-07-10
1594425600000,241.13,241.52,237.61,239.24,16886.0330219,2020-07-11
1594512000000,239.27,243.98,236.75,243.0,37886.54015153,2020-07-12
1594598400000,243.0,245.26,237.46,239.42,57063.36521768,2020-07-13
1594684800000,239.24,241.9,236.89,240.35,25030.39892478,2020-07-14
1594771200000,240.44,241.28,236.58,238.37,30353.86840651,2020-07-15
1594857600000,238.32,239.11,229.75,233.73,42144.5691623,2020-07-16
1594944000000,233.45,234.4,231.54,232.79,23918.18615452,2020-07-17
1595030400000,232.78,237.01,232.29,235.8,18441.91571754,2020-07-18
1595116800000,235.8,240.11,233.41,239.25,19368.85971479,2020-07-19
1595203200000,239.4,239.88,234.3,236.19,28616.32246201,2020-07-20
1595289600000,236.19,247.0,235.74,246.01,60144.41712042,2020-07-21
1595376000000,246.01,269.5,242.18,264.53,63931.61063056,2020-07-22
1595462400000,264.61,281.43,260.37,275.59,110724.22839087,2020-07-23
1595548800000,275.5,287.91,268.57,279.42,85495.7105802,2020-07-24
1595635200000,279.52,309.94,279.52,305.89,97505.64028131,2020-07-25
1595721600000,305.81,319.83,300.48,311.52,101680.13872205,2020-07-26
1595808000000,311.47,334.28,307.7,322.44,183440.17045428,2020-07-27
1595894400000,322.39,327.23,306.35,317.43,96728.72828196,2020-07-28
1595980800000,317.56,325.5,313.31,318.18,58271.03187517,2020-07-29
1596067200000,318.09,343.0,314.68,335.25,83409.87095787,2020-07-30
1596153600000,335.41,349.74,328.77,347.0,74692.3857674,2020-07-31
1596240000000,346.9,394.07,343.9,387.57,115978.80544895,2020-08-01
1596326400000,387.5,416.39,300.0,372.17,225549.50743617,2020-08-02
1596412800000,372.26,398.29,367.0,386.21,92318.17389541,2020-08-03
1596499200000,386.4,403.52,381.1,389.91,90678.56449128,2020-08-04
1596585600000,390.06,407.89,384.24,401.25,71758.24275166,2020-08-05
1596672000000,401.26,403.77,391.5,395.17,42415.06450057,2020-08-06
1596758400000,395.17,399.0,363.22,379.67,86725.3015718,2020-08-07
1596844800000,379.62,397.4,376.04,397.4,46663.6312043,2020-08-08
1596931200000,397.39,400.35,381.06,390.33,44561.72836084,2020-08-09
1597017600000,390.32,400.0,384.97,395.9,53652.14367132,2020-08-10
1597104000000,395.91,398.38,367.0,378.97,109239.48571141,2020-08-11
1597190400000,378.96,389.47,364.25,387.15,62909.79898386,2020-08-12
1597276800000,387.17,432.22,376.78,424.87,154367.66375891,2020-08-13
1597363200000,425.57,445.08,418.1,438.68,92451.03815641,2020-08-14
1597449600000,438.73,443.54,427.0,432.39,46133.47654597,2020-08-15
1597536000000,432.52,437.49,412.48,433.67,64246.01812903,2020-08-16
1597622400000,433.99,447.44,420.51,431.35,70593.77772776,2020-08-17
1597708800000,431.34,434.2,412.11,422.62,77628.45601165,2020-08-18
1597795200000,422.61,426.5,393.33,407.57,91227.61399911,2020-08-19
1597881600000,407.57,419.54,402.48,416.2,58454.61391948,2020-08-20
1597968000000,416.3,419.08,385.0,387.83,85385.53125803,2020-08-21
1598054400000,387.84,396.9,378.98,395.52,57008.74326452,2020-08-22
1598140800000,395.5,397.09,383.73,390.64,28001.41469343,2020-08-23
1598227200000,390.77,410.98,387.61,407.92,66322.98635652,2020-08-24
1598313600000,407.92,409.15,370.05,383.01,112721.29479894,2020-08-25
1598400000000,382.98,393.56,377.18,385.71,72131.19472743,2020-08-26
1598486400000,385.91,396.85,371.6,383.16,61708.64859145,2020-08-27
1598572800000,383.16,398.32,380.01,395.56,45660.17868569,2020-08-28
1598659200000,395.35,405.87,392.3,398.69,46298.21519638,2020-08-29
1598745600000,398.39,429.5,398.39,428.72,62024.75826499,2020-08-30
1598832000000,429.14,439.0,417.77,433.98,61101.49408447,2020-08-31
1598918400000,434.0,489.57,428.68,475.81,133872.90707915,2020-09-01
1599004800000,475.76,481.0,422.0,439.81,171821.39983916,2020-09-02
1599091200000,440.47,450.0,371.21,382.43,227343.47213929,2020-09-03
1599177600000,382.22,400.79,360.9,385.82,139522.49112394,2020-09-04
1599264000000,385.61,394.8,311.04,335.38,279027.02859385,2020-09-05
1599350400000,334.88,359.9,316.6,352.51,123832.60688844,2020-09-06
