timestamp,open,high,low,close,volume,date
1565913600000,187.94,188.21,177.96,185.5,46462.79209882,2019-08-16
1566000000000,185.5,186.88,182.11,185.63,16282.37525453,2019-08-17
1566086400000,186.21,198.0,183.37,194.57,23132.75012644,2019-08-18
1566172800000,194.57,203.79,193.15,202.27,36218.94725425,2019-08-19
1566259200000,202.39,202.77,194.48,196.44,20299.20763113,2019-08-20
1566345600000,196.51,197.07,179.94,187.27,44413.96695686,2019-08-21
1566432000000,187.28,195.0,182.63,190.45,47148.66365156,2019-08-22
1566518400000,190.53,197.14,188.3,194.36,35559.19076342,2019-08-23
1566604800000,194.35,194.53,185.51,190.96,29429.10860344,2019-08-24
1566691200000,190.8,192.76,182.49,186.72,24294.28377398,2019-08-25
1566777600000,186.56,194.49,185.31,188.35,43182.4069115,2019-08-26
1566864000000,188.36,189.0,184.56,187.07,25288.73282722,2019-08-27
1566950400000,187.2,188.13,166.0,172.81,63626.74111653,2019-08-28
1567036800000,172.79,173.36,163.49,168.82,48129.48387562,2019-08-29
1567123200000,168.99,170.36,165.52,168.25,31247.71976106,2019-08-30
1567209600000,168.3,174.9,165.93,171.92,21736.482156,2019-08-31
1567296000000,171.92,173.59,167.67,171.38,23616.15996143,2019-09-01
1567382400000,171.32,181.69,170.62,178.84,31732.44241039,2019-09-02
1567468800000,178.94,183.17,174.95,179.12,43029.49253381,2019-09-03
1567555200000,179.0,180.64,173.69,175.02,39018.65743617,2019-09-04
1567641600000,174.47,175.8,170.22,174.0,31718.28910524,2019-09-05
1567728000000,174.01,178.4,165.2,169.15,45120.9397745,2019-09-06
1567814400000,169.16,181.01,168.41,178.25,32108.34723884,2019-09-07
1567900800000,178.26,184.56,176.52,181.61,44192.9459567,2019-09-08
1567987200000,181.53,186.59,175.87,180.89,46738.51131929,2019-09-09
1568073600000,180.88,184.58,176.6,180.06,30348.01115297,2019-09-10
1568160000000,179.64,182.38,174.33,178.47,35898.13418387,2019-09-11
1568246400000,178.49,182.7,176.51,180.99,18353.15092312,2019-09-12
1568332800000,181.32,181.87,177.62,181.25,18111.55979699,2019-09-13
1568419200000,181.32,189.33,180.21,188.68,38821.25696926,2019-09-14
1568505600000,188.83,190.99,186.6,189.45,25717.40867211,2019-09-15
1568592000000,189.72,199.83,188.58,197.72,71386.20353149,2019-09-16
1568678400000,197.88,215.39,196.1,207.88,86983.34483402,2019-09-17
1568764800000,207.96,218.53,207.87,210.23,70502.86850581,2019-09-18
1568851200000,210.24,224.8,202.1,220.79,111845.13986145,2019-09-19
1568937600000,220.84,221.93,212.2,218.1,49725.60113237,2019-09-20
1569024000000,218.07,221.62,213.3,214.94,40639.09833504,2019-09-21
1569110400000,214.94,215.41,206.13,211.07,40564.92954506,2019-09-22
1569196800000,211.54,211.54,198.2,200.77,61457.19318368,2019-09-23
1569283200000,200.99,202.8,152.4,166.28,190344.13938568,2019-09-24
1569369600000,166.28,174.94,162.28,169.92,89526.30206683,2019-09-25
1569456000000,169.92,170.9,151.86,165.88,99769.86035769,2019-09-26
1569542400000,165.97,177.1,161.06,174.46,62208.64685932,2019-09-27
1569628800000,174.43,175.98,168.02,173.96,38467.3747307,2019-09-28
1569715200000,173.91,174.62,164.47,169.36,38764.088255,2019-09-29
1569801600000,169.36,181.62,165.22,181.53,80948.59461211,2019-09-30
1569888000000,181.16,185.79,173.09,176.49,74406.22562268,2019-10-01
1569974400000,176.06,181.57,174.1,180.88,35340.44147993,2019-10-02
1570060800000,180.88,181.16,170.0,174.79,55306.83288001,2019-10-03
1570147200000,174.95,179.35,171.15,175.82,32213.52683354,2019-10-04
1570233600000,175.89,177.19,171.58,176.58,25424.16046762,2019-10-05
1570320000000,176.66,177.17,167.75,170.33,50522.45944349,2019-10-06
1570406400000,170.13,182.93,168.64,180.42,54199.7725083,2019-10-07
1570492800000,180.27,185.34,177.54,181.0,39275.10709632,2019-10-08
1570579200000,180.94,196.2,179.3,193.5,66121.98332884,2019-10-09
1570665600000,193.23,194.81,187.95,191.56,34227.1905206,2019-10-10
1570752000000,191.85,197.45,179.61,180.83,67001.65392637,2019-10-11
1570838400000,180.89,184.71,177.68,179.93,29536.21477828,2019-10-12
1570924800000,179.93,184.98,178.79,181.09,20750.56512872,2019-10-13
1571011200000,181.0,187.71,180.54,186.78,35519.62634984,2019-10-14
1571097600000,186.98,188.66,177.0,180.52,53928.89932058,2019-10-15
1571184000000,180.49,181.19,171.62,174.39,41341.03493268,2019-10-16
1571270400000,174.39,179.21,172.77,177.42,34198.62160618,2019-10-17
1571356800000,177.37,177.42,167.59,173.0,53136.76815807,2019-10-18
1571443200000,173.01,175.41,169.76,171.83,23703.60632533,2019-10-19
1571529600000,172.0,176.6,169.45,175.55,26383.74476503,2019-10-20
1571616000000,175.55,178.34,171.53,174.48,31088.07588559,2019-10-21
1571702400000,174.31,175.4,170.52,171.29,19941.29076523,2019-10-22
1571788800000,171.28,171.41,153.0,162.37,87170.45734459,2019-10-23
1571875200000,162.44,163.89,158.4,160.87,38159.95672086,2019-10-24
1571961600000,160.86,188.17,160.58,181.83,83631.99580758,2019-10-25
1572048000000,182.03,199.0,174.01,180.22,110395.06789908,2019-10-26
1572134400000,180.34,189.14,177.07,184.0,39571.80542001,2019-10-27
1572220800000,184.37,189.9,180.82,182.0,31560.67525802,2019-10-28
1572307200000,182.0,193.45,181.79,191.13,46929.87167012,2019-10-29
1572393600000,191.05,192.93,179.22,183.54,50814.84781916,2019-10-30
1572480000000,183.49,185.55,177.47,182.45,37759.32098918,2019-10-31
1572566400000,182.44,184.7,177.44,183.23,22256.56409139,2019-11-01
1572652800000,183.25,186.07,182.08,183.0,15284.58745877,2019-11-02
1572739200000,183.0,184.93,179.01,181.56,15138.95683384,2019-11-03
1572825600000,181.69,189.39,180.32,186.19,29054.98822141,2019-11-04
1572912000000,186.24,192.54,182.62,188.7,42868.78871751,2019-11-05
1572998400000,188.63,194.71,188.0,191.06,24004.10197528,2019-11-06
1573084800000,191.47,192.08,184.28,186.34,25396.61293992,2019-11-07
1573171200000,186.49,188.16,180.75,183.64,34484.58634699,2019-11-08
1573257600000,183.55,185.78,182.71,184.85,10000.59453849,2019-11-09
1573344000000,184.85,191.8,183.41,188.9,20371.05491742,2019-11-10
1573430400000,188.9,189.96,183.82,184.68,17253.94159183,2019-11-11
1573516800000,184.68,187.37,182.0,186.93,29097.24711873,2019-11-12
1573603200000,186.94,189.81,185.12,187.75,21661.49666446,2019-11-13
1573689600000,187.81,188.39,182.42,184.5,15383.64371775,2019-11-14
1573776000000,184.6,186.6,176.95,179.86,39219.80179235,2019-11-15
1573862400000,179.87,183.16,179.17,182.16,10332.39848006,2019-11-16
1573948800000,182.17,186.25,179.85,183.77,13876.85745229,2019-11-17
1574035200000,183.76,183.84,174.38,177.9,26413.3247064,2019-11-18
1574121600000,177.91,178.07,172.52,175.64,27369.67701648,2019-11-19
1574208000000,175.7,177.32,173.27,174.26,14652.0682184,2019-11-20
1574294400000,174.25,175.5,156.0,161.01,59277.24796218,2019-11-21
1574380800000,161.03,162.82,138.0,149.79,102149.99234312,2019-11-22
1574467200000,149.78,154.25,146.5,151.97,31431.35380788,2019-11-23
1574553600000,152.01,153.16,138.34,140.12,40047.96439192,2019-11-24
1574640000000,140.0,151.77,132.0,146.35,105290.16887198,2019-11-25
1574726400000,145.94,149.82,143.49,147.75,29593.95773773,2019-11-26
1574812800000,147.69,155.96,141.1,152.85,47037.1278141,2019-11-27
1574899200000,153.19,154.82,149.44,151.23,31165.05520831,2019-11-28
1574985600000,151.07,157.98,150.69,154.78,30056.14627629,2019-11-29
1575072000000,154.8,155.34,150.01,151.74,14873.78835592,2019-11-30
1575158400000,151.61,152.49,146.0,150.76,24838.45676913,2019-12-01
1575244800000,151.0,151.49,146.96,148.85,15592.44849685,2019-12-02
1575331200000,148.86,149.95,145.08,147.37,18640.63331872,2019-12-03
1575417600000,147.23,153.12,143.25,145.3,42277.66913279,2019-12-04
1575504000000,145.29,148.85,143.91,147.99,19184.23735765,2019-12-05
1575590400000,148.1,149.8,145.94,148.9,15708.92302449,2019-12-06
1575676800000,148.97,149.8,147.12,147.37,13665.20153455,2019-12-07
1575763200000,147.28,151.9,146.45,150.72,19525.02992955,2019-12-08
1575849600000,150.64,151.35,146.42,147.45,22257.12545018,2019-12-09
1575936000000,147.24,148.19,143.41,145.58,23633.62145146,2019-12-10
1576022400000,145.56,146.22,142.0,143.19,16288.77260208,2019-12-11
1576108800000,143.22,145.73,139.0,144.79,27320.09475329,2019-12-12
1576195200000,144.89,145.1,142.48,144.49,18838.87344789,2019-12-13
1576281600000,144.5,145.05,141.06,141.77,14956.87092697,2019-12-14
1576368000000,141.75,143.85,139.65,142.28,18787.77660637,2019-12-15
1576454400000,142.49,142.49,130.0,132.47,65474.65517634,2019-12-16
1576540800000,132.48,132.74,119.62,121.75,78294.31348274,2019-12-17
1576627200000,121.75,134.86,115.44,132.88,95833.63256131,2019-12-18
1576713600000,132.88,133.99,125.77,128.12,50912.03491596,2019-12-19
1576800000000,128.24,129.37,125.97,128.26,25148.43669005,2019-12-20
1576886400000,128.38,128.44,126.68,127.02,12441.33838344,2019-12-21
1576972800000,127.02,133.2,127.0,132.41,36072.48915499,2019-12-22
1577059200000,132.55,135.1,126.1,128.0,34183.82736198,2019-12-23
1577145600000,127.88,129.46,126.64,127.74,16689.90589857,2019-12-24
1577232000000,127.72,127.79,122.96,124.87,28284.10340789,2019-12-25
1577318400000,124.96,131.96,124.19,125.51,28189.6683886,2019-12-26
1577404800000,125.48,126.7,122.22,126.25,25132.29796013,2019-12-27
1577491200000,126.22,129.79,125.91,127.83,16336.62316592,2019-12-28
1577577600000,127.82,137.81,127.37,134.31,34606.12302591,2019-12-29
1577664000000,134.25,136.02,129.86,131.1,30602.47547173,2019-12-30
1577750400000,130.85,133.28,127.79,128.59,24567.96700613,2019-12-31
1577836800000,128.66,132.86,128.19,130.33,13374.4547044,2020-01-01
1577923200000,130.26,130.26,126.0,126.72,25761.75293485,2020-01-02
1578009600000,126.7,134.72,125.4,134.0,50257.31962755,2020-01-03
1578096000000,134.19,135.91,132.58,134.14,16218.0729796,2020-01-04
1578182400000,134.12,138.3,133.83,135.27,28960.23970127,2020-01-05
1578268800000,135.09,144.57,134.86,144.34,67256.59468463,2020-01-06
1578355200000,144.3,145.32,138.98,143.2,50304.24822416,2020-01-07
1578441600000,143.02,147.95,137.03,140.7,93275.55402786,2020-01-08
1578528000000,140.7,141.57,135.33,137.91,33496.80997001,2020-01-09
1578614400000,137.75,145.32,135.14,144.92,47163.99868057,2020-01-10
1578700800000,144.87,147.92,141.28,142.62,43161.30240365,2020-01-11
1578787200000,142.23,146.5,141.53,146.5,21408.86145823,2020-01-12
1578873600000,146.45,146.99,142.0,143.58,27611.2967656,2020-01-13
1578960000000,143.57,170.0,143.45,166.19,138641.1411234,2020-01-14
1579046400000,165.81,171.61,159.05,166.31,72351.03851665,2020-01-15
1579132800000,166.6,167.27,158.42,164.17,55814.80472928,2020-01-16
1579219200000,164.04,174.0,161.98,169.59,106510.41774259,2020-01-17
1579305600000,169.6,179.0,164.87,174.03,83959.9659729,2020-01-18
1579392000000,173.96,178.06,161.77,166.84,76137.29295796,2020-01-19
1579478400000,166.81,169.2,160.9,166.61,65225.53785335,2020-01-20
1579564800000,166.64,170.01,164.61,169.3,36287.81872113,2020-01-21
1579651200000,169.32,170.92,165.61,167.66,40014.34177396,2020-01-22
1579737600000,167.67,167.67,159.0,162.5,48632.6535546,2020-01-23
1579824000000,162.43,164.3,155.25,162.32,75924.15475931,2020-01-24
1579910400000,162.3,162.48,157.43,160.12,39880.62919832,2020-01-25
1579996800000,160.01,167.65,159.06,167.4,62458.01479199,2020-01-26
1580083200000,167.61,171.77,164.94,169.88,42983.69429777,2020-01-27
1580169600000,169.98,176.89,169.96,176.41,63422.92287084,2020-01-28
1580256000000,176.41,179.0,172.95,173.48,53185.49908975,2020-01-29
1580342400000,173.38,186.6,170.5,184.34,119343.93523638,2020-01-30
1580428800000,184.4,185.47,175.0,179.68,48474.96080572,2020-01-31
1580515200000,179.68,184.0,178.92,183.41,28477.95884968,2020-02-01
1580601600000,183.4,193.3,178.9,188.25,58669.37701892,2020-02-02
1580688000000,188.16,195.14,186.43,189.78,46618.35620077,2020-02-03
1580774400000,189.48,191.28,184.0,188.35,49348.68733562,2020-02-04
1580860800000,188.35,207.95,187.71,203.76,83023.94839104,2020-02-05
1580947200000,203.76,216.4,201.19,212.92,99622.64500428,2020-02-06
1581033600000,213.1,224.77,213.1,222.91,96326.78752993,2020-02-07
1581120000000,222.86,228.0,213.41,223.27,101689.6320767,2020-02-08
1581206400000,223.3,230.8,222.98,228.64,70206.97449789,2020-02-09
1581292800000,228.79,229.4,216.6,223.0,73387.3109162,2020-02-10
1581379200000,223.01,239.89,217.7,237.83,96819.06839825,2020-02-11
1581465600000,238.06,275.88,238.06,266.4,180386.24383892,2020-02-12
1581552000000,266.56,278.0,254.22,268.64,138631.31622842,2020-02-13
1581638400000,268.6,287.71,259.63,285.96,97551.99876697,2020-02-14
1581724800000,285.88,288.98,261.0,264.92,115019.54091253,2020-02-15
1581811200000,264.74,274.03,237.0,258.82,125637.05309051,2020-02-16
1581897600000,258.97,268.99,242.51,268.22,108345.17749976,2020-02-17
1581984000000,268.19,286.49,259.46,282.82,117604.64423013,2020-02-18
1582070400000,283.0,287.0,251.25,258.85,110871.69605685,2020-02-19
1582156800000,258.61,264.24,244.24,257.96,89228.36438694,2020-02-20
1582243200000,257.55,268.5,254.24,265.58,58126.81241369,2020-02-21
1582329600000,265.62,267.01,256.1,262.48,37601.63717446,2020-02-22
1582416000000,262.12,276.58,261.75,275.73,33439.82731264,2020-02-23
1582502400000,275.58,278.26,256.83,265.81,77309.34870926,2020-02-24
1582588800000,265.57,266.25,244.0,246.7,92993.81715936,2020-02-25
1582675200000,246.29,249.89,215.67,223.71,172998.02576401,2020-02-26
1582761600000,223.74,238.13,208.0,227.5,115934.47002126,2020-02-27
1582848000000,227.5,234.39,213.68,227.09,93764.78862581,2020-02-28
1582934400000,227.17,233.31,216.91,217.78,43962.8522805,2020-02-29
1583020800000,217.31,228.0,212.02,217.5,77111.93262878,2020-03-01
1583107200000,217.41,235.52,215.69,232.0,78810.66800248,2020-03-02
1583193600000,232.0,232.99,220.25,223.53,59952.57103945,2020-03-03
1583280000000,223.66,228.89,220.47,224.48,33625.53923481,2020-03-04
1583366400000,224.49,234.6,224.49,228.66,74773.41310502,2020-03-05
1583452800000,228.66,246.27,227.67,245.74,69928.42793991,2020-03-06
